"","Reporting Organsation Reference","Reporting Organisation Narrative","org_name","Organisation Type","tracker_commit","tracker_spend","YYYYMM year and month","Transaction Type Code","x_original_transaction_value_USDm_Sum","Transaction Type","IATI Organisation Name","Tracker Commit","Tracker Spend","Organisation Name","usability","usability_score","year_month"
"299","XM-DAC-41122",NA,NA,"Multilateral",NA,NA,"202112",NA,"","Commitments","United Nations Children's Fund (UNICEF)","Yes","Yes","UN - UNICEF","Yes","Mid","12-2021"
"300","XM-DAC-41123",NA,NA,"Multilateral",NA,NA,"202112",NA,"","Commitments","United Nations Industrial Development Organization (UNIDO)","No","Yes","UN - UNIDO","No","No","12-2021"
"301","XM-DAC-41127","United Nations Office for the Coordination of Humanitarian Affairs","UN - UNOCHA","Multilateral","Yes","Yes","202101",2,"268.09554233","Commitments","United Nations Office for the Coordination of Humanitarian Affairs (OCHA)","Yes","Yes","UN - UNOCHA","Yes","Yes","01-2021"
"302","XM-DAC-41130",NA,NA,"Multilateral",NA,NA,"202112",NA,"","Commitments","The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA)","No","No","UN - UNRWA","No","No","12-2021"
"303","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202101",2,"492.423937","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","01-2021"
"304","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202102",2,"518.38052","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","02-2021"
"305","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202103",2,"701.092506","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","03-2021"
"306","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202104",2,"753.976939000001","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","04-2021"
"307","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202105",2,"667.748233","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","05-2021"
"308","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202106",2,"847.712575000001","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","06-2021"
"309","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202107",2,"631.822045","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","07-2021"
"310","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202108",2,"740.194508000001","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","08-2021"
"311","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202109",2,"789.328207","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","09-2021"
"312","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202110",2,"698.714847","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","10-2021"
"313","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202111",2,"754.848097","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","11-2021"
"314","XM-DAC-41140","World Food Programme","World Food Programme","Multilateral","Yes","Yes","202112",2,"1655.752799","Commitments","United Nations World Food Programme (WFP)","Yes","Yes","World Food Programme","Yes","Yes","12-2021"
"315","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202101",2,"367.444968454785","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","01-2021"
"316","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202102",2,"248.398042430831","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","02-2021"
"317","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202103",2,"445.900327100944","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","03-2021"
"318","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202104",2,"14.249","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","04-2021"
"319","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202105",2,"2116.66578826475","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","05-2021"
"320","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202106",2,"508.754733303117","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","06-2021"
"321","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202107",2,"254.520605044661","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","07-2021"
"322","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202108",2,"128.763311514988","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","08-2021"
"323","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202109",2,"397.248231542447","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","09-2021"
"324","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202110",2,"355.397809428785","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","10-2021"
"325","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202111",2,"1830.44498803781","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","11-2021"
"326","XM-DAC-46002","African Development Bank","African Development Bank","IFI","Yes","Yes","202112",2,"1435.64258899545","Commitments","African Development Bank","Yes","Yes","African Development Bank","Yes","Yes","12-2021"
"327","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202101",2,"65","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","01-2021"
"328","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202102",2,"150","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","02-2021"
"329","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202103",2,"970","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","03-2021"
"330","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202104",2,"100","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","04-2021"
"331","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202105",2,"682","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","05-2021"
"332","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202106",2,"6.38","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","06-2021"
"333","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202108",2,"1188","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","08-2021"
"334","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202109",2,"40","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","09-2021"
"335","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202110",2,"1060.5","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","10-2021"
"336","XM-DAC-46004","Asian Development Bank","Asian Development Bank","IFI","Yes","Yes","202111",2,"940","Commitments","Asian Development Bank","Yes","Yes","Asian Development Bank","Yes","Yes","11-2021"
"337","XM-DAC-47059","International Development Law Organization (IDLO)","International Development Law Organization","Multilateral","No","Yes","202103",2,"0.4569722964","Commitments","International Development Law Organization (IDLO)","No","Yes","International Development Law Organization","No","No","03-2021"
"338","XM-DAC-47059","International Development Law Organization (IDLO)","International Development Law Organization","Multilateral","No","Yes","202104",2,"0.012198555","Commitments","International Development Law Organization (IDLO)","No","Yes","International Development Law Organization","No","No","04-2021"
"339","XM-DAC-47059","International Development Law Organization (IDLO)","International Development Law Organization","Multilateral","No","Yes","202105",2,"0.259695487","Commitments","International Development Law Organization (IDLO)","No","Yes","International Development Law Organization","No","No","05-2021"
"340","XM-DAC-47059","International Development Law Organization (IDLO)","International Development Law Organization","Multilateral","No","Yes","202106",2,"0.4916859466","Commitments","International Development Law Organization (IDLO)","No","Yes","International Development Law Organization","No","No","06-2021"
"341","XM-DAC-47059","International Development Law Organization (IDLO)","International Development Law Organization","Multilateral","No","Yes","202107",2,"0.2130271638","Commitments","International Development Law Organization (IDLO)","No","Yes","International Development Law Organization","No","No","07-2021"
"342","XM-DAC-47059","International Development Law Organization (IDLO)","International Development Law Organization","Multilateral","No","Yes","202109",2,"1.681","Commitments","International Development Law Organization (IDLO)","No","Yes","International Development Law Organization","No","No","09-2021"
"343","XM-DAC-47059","International Development Law Organization (IDLO)","International Development Law Organization","Multilateral","No","Yes","202111",2,"0.1954160669","Commitments","International Development Law Organization (IDLO)","No","Yes","International Development Law Organization","No","No","11-2021"
"344","XM-DAC-47059","International Development Law Organization (IDLO)","International Development Law Organization","Multilateral","No","Yes","202112",2,"0.0200665014","Commitments","International Development Law Organization (IDLO)","No","Yes","International Development Law Organization","No","No","12-2021"
"345","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202101",2,"97.6497078196929","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","01-2021"
"346","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202102",2,"44.1418092181229","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","02-2021"
"347","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202103",2,"34.5417563130543","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","03-2021"
"348","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202104",2,"42.211273271044","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","04-2021"
"349","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202105",2,"16.863861570417","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","05-2021"
"350","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202106",2,"180.458386206687","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","06-2021"
"351","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202107",2,"19.191141441882","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","07-2021"
"352","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202108",2,"59.8307775175694","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","08-2021"
"353","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202109",2,"43.9371200494089","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","09-2021"
"354","XM-DAC-5-7","Germany - Federal Foreign Office","Germany - Federal Foreign Office","Bilateral","Yes","Yes","202110",2,"70.9794611300151","Commitments","Germany - Federal Foreign Office","Yes","Yes","Germany - Federal Foreign Office","Yes","Yes","10-2021"
