"","Reporting Organsation Reference","Reporting Organisation Narrative","org_name","Organisation Type","tracker_commit","tracker_spend","YYYYMM year and month","Transaction Type Code","x_original_transaction_value_USDm_Sum","Transaction Type","IATI Organisation Name","Tracker Commit","Tracker Spend","Organisation Name","usability","usability_score","year_month"
"464","DE-1","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202109",3,"2365.51550583615","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","09-2021"
"465","DE-1","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202109",4,"69.017523792868","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","09-2021"
"466","DE-1","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202110",3,"602.250781033958","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","10-2021"
"467","DE-1","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202110",4,"35.676524625182","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","10-2021"
"468","DE-1","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202111",3,"1703.61564763172","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","11-2021"
"469","DE-1","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202111",4,"51.936624368216","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","11-2021"
"470","DE-1","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202112",3,"6695.42733526756","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","12-2021"
"471","DE-1","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202112",4,"1611.28146290598","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","12-2021"
"472","DE-1","Federal Ministry for Economic Cooperation and Development (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202102",4,"0.20432762","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","02-2021"
"473","DE-1","Federal Ministry for Economic Cooperation and Development (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202103",4,"0.222933256","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","03-2021"
"474","DE-1","Federal Ministry for Economic Cooperation and Development (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202106",4,"0.18116014","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","06-2021"
"475","DE-1","Federal Ministry for Economic Cooperation and Development (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202108",3,"0.535548388354","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","08-2021"
"476","DE-1","Federal Ministry for Economic Cooperation and Development (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202109",3,"7.003421511044","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","09-2021"
"477","DE-1","Federal Ministry for Economic Cooperation and Development (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202110",3,"4.41146048385","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","10-2021"
"478","DE-1","Federal Ministry for Economic Cooperation and Development (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202112",3,"51.509757685694","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","12-2021"
"479","DE-1","Federal Ministry for Economic Cooperation and Development (BMZ)","Germany - Federal Ministry for Economic Cooperation and Development","Bilateral","Yes","No","202112",4,"2.144804922498","Disbursements","Germany - Ministry for Economic Cooperation and Development","Yes","No","Germany - Federal Ministry for Economic Cooperation and Development","No","No","12-2021"
"480","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202101",3,"0.625146775263","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","01-2021"
"481","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202102",3,"0.509085","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","02-2021"
"482","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202103",3,"6.289744598037","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","03-2021"
"483","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202104",3,"7.133501330379","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","04-2021"
"484","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202105",3,"54.608269671504","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","05-2021"
"485","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202106",3,"8.908914666906","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","06-2021"
"486","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202107",3,"16.764256533429","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","07-2021"
"487","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202108",3,"9.71822954771101","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","08-2021"
"488","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202109",3,"6.17891861493","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","09-2021"
"489","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202110",3,"18.832415149152","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","10-2021"
"490","ES-DIR3-EA0035768","AECID Spanish Agency for International Development Cooperation","Spain - Agency for International Development Cooperation (AECID)","Bilateral","Yes","Yes","202111",3,"0.7170009705","Disbursements","Spanish Agency for International Development Cooperation (AECID)","Yes","Yes","Spain - Agency for International Development Cooperation (AECID)","Yes","Yes","11-2021"
"491","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202101",3,"104.35086164331","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","01-2021"
"492","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202102",3,"37.800924421248","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","02-2021"
"493","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202103",3,"21.794158933794","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","03-2021"
"494","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202104",3,"34.05829852638","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","04-2021"
"495","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202105",3,"60.05027317779","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","05-2021"
"496","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202106",3,"58.474835613018","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","06-2021"
"497","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202107",3,"29.39839067583","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","07-2021"
"498","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202108",3,"23.2831959273","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","08-2021"
"499","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202109",3,"60.344558823753","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","09-2021"
"500","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202110",3,"75.106392398649","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","10-2021"
"501","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202111",3,"124.885462697748","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","11-2021"
"502","FI-3","Ministry for Foreign Affairs of Finland","Finland - Ministry for Foreign Affairs","Bilateral","Yes","Yes","202112",3,"1.88510227263","Disbursements","Finland - Ministry for Foreign Affairs","Yes","Yes","Finland - Ministry for Foreign Affairs","Yes","Yes","12-2021"
"503","FR-3","AFD","France - Agence Francaise de Developpement","Bilateral","No","No","202110",3,"102.785885039943","Disbursements","Agence Fran̤aise de D̩veloppement","No","No","France - Agence Francaise de Developpement","No","No","10-2021"
"504","FR-3","AFD","France - Agence Francaise de Developpement","Bilateral","No","No","202112",3,"3001.94708099657","Disbursements","Agence Fran̤aise de D̩veloppement","No","No","France - Agence Francaise de Developpement","No","No","12-2021"
"505","FR-6","MAEDI","France - Ministry for Europe and Foreign Affairs","Bilateral","No","No","202103",3,"0.8273584788","Disbursements","France - Ministry for Europe and Foreign Affairs","No","No","France - Ministry for Europe and Foreign Affairs","No","No","03-2021"
"506","FR-6","MAEDI","France - Ministry for Europe and Foreign Affairs","Bilateral","No","No","202104",3,"0.2163579908","Disbursements","France - Ministry for Europe and Foreign Affairs","No","No","France - Ministry for Europe and Foreign Affairs","No","No","04-2021"
"507","FR-6","MAEDI","France - Ministry for Europe and Foreign Affairs","Bilateral","No","No","202105",3,"0.056288617","Disbursements","France - Ministry for Europe and Foreign Affairs","No","No","France - Ministry for Europe and Foreign Affairs","No","No","05-2021"
"508","FR-6","MAEDI","France - Ministry for Europe and Foreign Affairs","Bilateral","No","No","202111",3,"0.0154362292","Disbursements","France - Ministry for Europe and Foreign Affairs","No","No","France - Ministry for Europe and Foreign Affairs","No","No","11-2021"
"509","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202101",3,"0.465798933636","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","01-2021"
"510","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202102",3,"2.025214800497","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","02-2021"
"511","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202103",3,"0.645105571549","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","03-2021"
"512","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202104",3,"0.42293226716","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","04-2021"
"513","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202105",3,"2.128193709618","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","05-2021"
"514","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202106",3,"0.073898486162","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","06-2021"
"515","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202107",3,"0.2540562314","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","07-2021"
"516","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202108",3,"2.096535583748","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","08-2021"
"517","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202109",3,"0.365808533467","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","09-2021"
"518","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202110",3,"1.495311534762","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","10-2021"
"519","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202111",3,"0.925733701856","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","11-2021"
"520","GB-CHC-209131","BRITISH COUNCIL","UK - British Council","Bilateral","Yes","Yes","202112",3,"0.22789007604","Disbursements","British Council","Yes","Yes","UK - British Council","Yes","Yes","12-2021"
"521","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202101",3,"508.1038439488","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","01-2021"
"522","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202101",4,"15.3581275936","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","01-2021"
"523","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202101",8,"2.7319177072","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","01-2021"
"524","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202102",3,"284.211796088","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","02-2021"
"525","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202102",4,"1.8725545696","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","02-2021"
"526","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202102",8,"0.2416598624","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","02-2021"
"527","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202103",3,"938.769966111999","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","03-2021"
"528","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202103",4,"9.7108539264","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","03-2021"
"529","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202103",8,"75.8178543408","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","03-2021"
"530","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202104",3,"517.7817912784","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","04-2021"
"531","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202104",4,"225.2155404224","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","04-2021"
"532","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202104",8,"15.7012769232","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","04-2021"
"533","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202105",3,"468.2097446752","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","05-2021"
"534","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202105",4,"6.63560752800007","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","05-2021"
"535","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202105",8,"11.0254242912","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","05-2021"
"536","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202106",3,"328.7582279872","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","06-2021"
"537","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202106",4,"5.2501809888","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","06-2021"
"538","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202106",8,"60.0392753488","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","06-2021"
"539","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202107",3,"821.0577316128","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","07-2021"
"540","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202107",4,"3.2902230944","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","07-2021"
"541","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202107",8,"662.7358868768","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","07-2021"
"542","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202108",3,"748.9168081472","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","08-2021"
"543","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202108",4,"3.4288904672","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","08-2021"
"544","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202108",8,"11.4732429328","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","08-2021"
"545","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202109",3,"329.8484420176","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","09-2021"
"546","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202109",4,"6.6803533808","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","09-2021"
"547","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202109",8,"0.5895671408","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","09-2021"
"548","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202110",3,"520.3524559552","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","10-2021"
"549","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202110",4,"2.5791322128","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","10-2021"
"550","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202110",8,"0.4232544448","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","10-2021"
"551","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202111",3,"639.509717879999","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","11-2021"
"552","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202111",4,"3.5255204864","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","11-2021"
"553","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202111",8,"10.474529736","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","11-2021"
"554","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202112",3,"1492.4021396592","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","12-2021"
"555","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202112",4,"18.0563141968","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","12-2021"
"556","GB-GOV-1","Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202112",8,"95.5670055648","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","12-2021"
"557","GB-GOV-1","UK - Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202101",4,"27.296993527079","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","01-2021"
"558","GB-GOV-1","UK - Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202102",4,"35.438098476344","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","02-2021"
"559","GB-GOV-1","UK - Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202103",3,"31.562736722585","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","03-2021"
"560","GB-GOV-1","UK - Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202103",4,"269.008609479486","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","03-2021"
"561","GB-GOV-1","UK - Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202104",4,"20.63477477449","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","04-2021"
"562","GB-GOV-1","UK - Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202105",4,"33.888571532589","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","05-2021"
"563","GB-GOV-1","UK - Foreign, Commonwealth and Development Office","UK - Foreign, Commonwealth and Development Office","Bilateral","No","Yes","202106",3,"24.254175804874","Disbursements","UK - Foreign, Commonwealth and Development Office","No","Yes","UK - Foreign, Commonwealth and Development Office","Yes","Yes","06-2021"
