"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","variable","value","timeframe","rollingyear"
"38932","Netherlands","Netherlands","Not specified","Disbursements",2022,2,5,"Specific donor","Volume",0.0252726528,"Monthly",NA
"38942","Netherlands","Netherlands","Not specified","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"38952","Netherlands","Netherlands","Not specified","Disbursements",2022,3,7,"Specific donor","Volume",0.0189665656,"Monthly",NA
"38962","Netherlands","Netherlands","Not specified","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"38972","Netherlands","Netherlands","Not specified","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"39461","Netherlands","Netherlands","ODA","Disbursements",2021,4,10,"Specific donor","Volume",235.7155333344,"Monthly",NA
"39471","Netherlands","Netherlands","ODA","Disbursements",2021,4,11,"Specific donor","Volume",870.6952062396,"Monthly",NA
"39481","Netherlands","Netherlands","ODA","Disbursements",2021,4,12,"Specific donor","Volume",501.9397239808,"Monthly",NA
"39491","Netherlands","Netherlands","ODA","Disbursements",2022,1,1,"Specific donor","Volume",328.3335295484,"Monthly",NA
"39501","Netherlands","Netherlands","ODA","Disbursements",2022,1,2,"Specific donor","Volume",208.8788449176,"Monthly",NA
"39511","Netherlands","Netherlands","ODA","Disbursements",2022,1,3,"Specific donor","Volume",338.7959984312,"Monthly",NA
"39522","Netherlands","Netherlands","ODA","Disbursements",2022,2,4,"Specific donor","Volume",424.4662628696,"Monthly",NA
"39532","Netherlands","Netherlands","ODA","Disbursements",2022,2,5,"Specific donor","Volume",150.998285886,"Monthly",NA
"39542","Netherlands","Netherlands","ODA","Disbursements",2022,2,6,"Specific donor","Volume",137.3366551592,"Monthly",NA
"39552","Netherlands","Netherlands","ODA","Disbursements",2022,3,7,"Specific donor","Volume",275.6967066372,"Monthly",NA
"39562","Netherlands","Netherlands","ODA","Disbursements",2022,3,8,"Specific donor","Volume",274.8385269048,"Monthly",NA
"39572","Netherlands","Netherlands","ODA","Disbursements",2022,3,9,"Specific donor","Volume",300.4885293452,"Monthly",NA
"40061","Netherlands","Netherlands","OOF","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"40071","Netherlands","Netherlands","OOF","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"40081","Netherlands","Netherlands","OOF","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"40091","Netherlands","Netherlands","OOF","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"40101","Netherlands","Netherlands","OOF","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"40111","Netherlands","Netherlands","OOF","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"40122","Netherlands","Netherlands","OOF","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"40132","Netherlands","Netherlands","OOF","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"40142","Netherlands","Netherlands","OOF","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"40152","Netherlands","Netherlands","OOF","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"40162","Netherlands","Netherlands","OOF","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"40172","Netherlands","Netherlands","OOF","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"40661","Netherlands","Netherlands","Other flows","Disbursements",2021,4,10,"Specific donor","Volume",10.671224994094,"Monthly",NA
"40671","Netherlands","Netherlands","Other flows","Disbursements",2021,4,11,"Specific donor","Volume",8.43443248165,"Monthly",NA
"40681","Netherlands","Netherlands","Other flows","Disbursements",2021,4,12,"Specific donor","Volume",22.087091463584,"Monthly",NA
"40691","Netherlands","Netherlands","Other flows","Disbursements",2022,1,1,"Specific donor","Volume",3.207132378356,"Monthly",NA
"40701","Netherlands","Netherlands","Other flows","Disbursements",2022,1,2,"Specific donor","Volume",2.030432749056,"Monthly",NA
"40713","Netherlands","Netherlands","Other flows","Disbursements",2022,1,3,"Specific donor","Volume",3.100390935792,"Monthly",NA
"40722","Netherlands","Netherlands","Other flows","Disbursements",2022,2,4,"Specific donor","Volume",6.632605430208,"Monthly",NA
"40732","Netherlands","Netherlands","Other flows","Disbursements",2022,2,5,"Specific donor","Volume",4.48088360744,"Monthly",NA
"40742","Netherlands","Netherlands","Other flows","Disbursements",2022,2,6,"Specific donor","Volume",5.863863874708,"Monthly",NA
"40752","Netherlands","Netherlands","Other flows","Disbursements",2022,3,7,"Specific donor","Volume",7.004386029992,"Monthly",NA
"40762","Netherlands","Netherlands","Other flows","Disbursements",2022,3,8,"Specific donor","Volume",1.286781438376,"Monthly",NA
"40772","Netherlands","Netherlands","Other flows","Disbursements",2022,3,9,"Specific donor","Volume",5.059768802748,"Monthly",NA
"41261","New Zealand","New Zealand","Not specified","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"41271","New Zealand","New Zealand","Not specified","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"41281","New Zealand","New Zealand","Not specified","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"41291","New Zealand","New Zealand","Not specified","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"41301","New Zealand","New Zealand","Not specified","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"41313","New Zealand","New Zealand","Not specified","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"41322","New Zealand","New Zealand","Not specified","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"41332","New Zealand","New Zealand","Not specified","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"41342","New Zealand","New Zealand","Not specified","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"41352","New Zealand","New Zealand","Not specified","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"41362","New Zealand","New Zealand","Not specified","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"41372","New Zealand","New Zealand","Not specified","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"41861","New Zealand","New Zealand","ODA","Disbursements",2021,4,10,"Specific donor","Volume",23.390213771007,"Monthly",NA
"41871","New Zealand","New Zealand","ODA","Disbursements",2021,4,11,"Specific donor","Volume",20.566191122028,"Monthly",NA
"41881","New Zealand","New Zealand","ODA","Disbursements",2021,4,12,"Specific donor","Volume",77.6908318100489,"Monthly",NA
"41891","New Zealand","New Zealand","ODA","Disbursements",2022,1,1,"Specific donor","Volume",26.715697007493,"Monthly",NA
"41901","New Zealand","New Zealand","ODA","Disbursements",2022,1,2,"Specific donor","Volume",22.893594363198,"Monthly",NA
"41912","New Zealand","New Zealand","ODA","Disbursements",2022,1,3,"Specific donor","Volume",59.553560912391,"Monthly",NA
"41922","New Zealand","New Zealand","ODA","Disbursements",2022,2,4,"Specific donor","Volume",15.45918324639,"Monthly",NA
"41932","New Zealand","New Zealand","ODA","Disbursements",2022,2,5,"Specific donor","Volume",54.9585720711302,"Monthly",NA
"41942","New Zealand","New Zealand","ODA","Disbursements",2022,2,6,"Specific donor","Volume",122.51784696372,"Monthly",NA
"41952","New Zealand","New Zealand","ODA","Disbursements",2022,3,7,"Specific donor","Volume",36.278620556958,"Monthly",NA
"41962","New Zealand","New Zealand","ODA","Disbursements",2022,3,8,"Specific donor","Volume",16.919009759964,"Monthly",NA
"41972","New Zealand","New Zealand","ODA","Disbursements",2022,3,9,"Specific donor","Volume",20.259700223373,"Monthly",NA
"42461","New Zealand","New Zealand","OOF","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"42471","New Zealand","New Zealand","OOF","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"42481","New Zealand","New Zealand","OOF","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"42491","New Zealand","New Zealand","OOF","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"42501","New Zealand","New Zealand","OOF","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"42511","New Zealand","New Zealand","OOF","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"42522","New Zealand","New Zealand","OOF","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"42532","New Zealand","New Zealand","OOF","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"42542","New Zealand","New Zealand","OOF","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"42552","New Zealand","New Zealand","OOF","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"42562","New Zealand","New Zealand","OOF","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"42572","New Zealand","New Zealand","OOF","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"43061","New Zealand","New Zealand","Other flows","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"43071","New Zealand","New Zealand","Other flows","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"43081","New Zealand","New Zealand","Other flows","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"43091","New Zealand","New Zealand","Other flows","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"43101","New Zealand","New Zealand","Other flows","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"43111","New Zealand","New Zealand","Other flows","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"43122","New Zealand","New Zealand","Other flows","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"43132","New Zealand","New Zealand","Other flows","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"43142","New Zealand","New Zealand","Other flows","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"43152","New Zealand","New Zealand","Other flows","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"43162","New Zealand","New Zealand","Other flows","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"43172","New Zealand","New Zealand","Other flows","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"43661","Sweden","Sweden","Not specified","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
